video_path,video_name,frame_0,frame_1,frame_2,frame_3,frame_4,frame_5,frame_6,frame_7,frame_8,frame_9,label,original_vid
FF_data20/real/original_sequences/youtube/c40/images/284,284,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,284
FF_data20/real/original_sequences/youtube/c40/images/648,648,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,648
FF_data20/real/original_sequences/youtube/c40/images/648,648,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,648
FF_data20/real/original_sequences/youtube/c40/images/055,055,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,055
FF_data20/real/original_sequences/youtube/c40/images/716,716,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,716
FF_data20/real/original_sequences/youtube/c40/images/716,716,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,716
FF_data20/real/original_sequences/youtube/c40/images/716,716,0401.png,0421.png,0441.png,0461.png,0481.png,0501.png,0521.png,0541.png,0561.png,0581.png,0,716
FF_data20/real/original_sequences/youtube/c40/images/044,044,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,044
FF_data20/real/original_sequences/youtube/c40/images/481,481,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,481
FF_data20/real/original_sequences/youtube/c40/images/481,481,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,481
FF_data20/real/original_sequences/youtube/c40/images/830,830,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,830
FF_data20/real/original_sequences/youtube/c40/images/830,830,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,830
FF_data20/real/original_sequences/youtube/c40/images/720,720,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,720
FF_data20/real/original_sequences/youtube/c40/images/720,720,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,720
FF_data20/real/original_sequences/youtube/c40/images/241,241,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,241
FF_data20/real/original_sequences/youtube/c40/images/263,263,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,263
FF_data20/real/original_sequences/youtube/c40/images/192,192,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,192
FF_data20/real/original_sequences/youtube/c40/images/035,035,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,035
FF_data20/real/original_sequences/youtube/c40/images/035,035,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,035
FF_data20/real/original_sequences/youtube/c40/images/672,672,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,672
FF_data20/real/original_sequences/youtube/c40/images/672,672,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,672
FF_data20/real/original_sequences/youtube/c40/images/396,396,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,396
FF_data20/real/original_sequences/youtube/c40/images/396,396,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,396
FF_data20/real/original_sequences/youtube/c40/images/712,712,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,712
FF_data20/real/original_sequences/youtube/c40/images/712,712,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,712
FF_data20/real/original_sequences/youtube/c40/images/585,585,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,585
FF_data20/real/original_sequences/youtube/c40/images/210,210,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,210
FF_data20/real/original_sequences/youtube/c40/images/210,210,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,210
FF_data20/real/original_sequences/youtube/c40/images/210,210,0401.png,0421.png,0441.png,0461.png,0481.png,0501.png,0521.png,0541.png,0561.png,0581.png,0,210
FF_data20/real/original_sequences/youtube/c40/images/210,210,0601.png,0621.png,0641.png,0661.png,0681.png,0701.png,0721.png,0741.png,0761.png,0781.png,0,210
FF_data20/real/original_sequences/youtube/c40/images/657,657,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,657
FF_data20/real/original_sequences/youtube/c40/images/657,657,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,657
FF_data20/real/original_sequences/youtube/c40/images/992,992,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,992
FF_data20/real/original_sequences/youtube/c40/images/992,992,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,992
FF_data20/real/original_sequences/youtube/c40/images/992,992,0401.png,0421.png,0441.png,0461.png,0481.png,0501.png,0521.png,0541.png,0561.png,0581.png,0,992
FF_data20/real/original_sequences/youtube/c40/images/866,866,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,866
FF_data20/real/original_sequences/youtube/c40/images/866,866,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,866
FF_data20/real/original_sequences/youtube/c40/images/339,339,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,339
FF_data20/real/original_sequences/youtube/c40/images/339,339,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,339
FF_data20/real/original_sequences/youtube/c40/images/266,266,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,266
FF_data20/real/original_sequences/youtube/c40/images/266,266,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,266
FF_data20/real/original_sequences/youtube/c40/images/252,252,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,252
FF_data20/real/original_sequences/youtube/c40/images/252,252,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,252
FF_data20/real/original_sequences/youtube/c40/images/943,943,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,943
FF_data20/real/original_sequences/youtube/c40/images/943,943,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,943
FF_data20/real/original_sequences/youtube/c40/images/878,878,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,878
FF_data20/real/original_sequences/youtube/c40/images/878,878,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,878
FF_data20/real/original_sequences/youtube/c40/images/878,878,0401.png,0421.png,0441.png,0461.png,0481.png,0501.png,0521.png,0541.png,0561.png,0581.png,0,878
FF_data20/real/original_sequences/youtube/c40/images/924,924,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,924
FF_data20/real/original_sequences/youtube/c40/images/924,924,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,924
FF_data20/real/original_sequences/youtube/c40/images/924,924,0401.png,0421.png,0441.png,0461.png,0481.png,0501.png,0521.png,0541.png,0561.png,0581.png,0,924
FF_data20/real/original_sequences/youtube/c40/images/924,924,0601.png,0621.png,0641.png,0661.png,0681.png,0701.png,0721.png,0741.png,0761.png,0781.png,0,924
FF_data20/real/original_sequences/youtube/c40/images/924,924,0801.png,0821.png,0841.png,0861.png,0881.png,0901.png,0921.png,0941.png,0961.png,0981.png,0,924
FF_data20/real/original_sequences/youtube/c40/images/924,924,1001.png,1021.png,1041.png,1061.png,1081.png,1101.png,1121.png,1141.png,1161.png,1181.png,0,924
FF_data20/real/original_sequences/youtube/c40/images/599,599,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,599
FF_data20/real/original_sequences/youtube/c40/images/033,033,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,033
FF_data20/real/original_sequences/youtube/c40/images/033,033,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,033
FF_data20/real/original_sequences/youtube/c40/images/033,033,0401.png,0421.png,0441.png,0461.png,0481.png,0501.png,0521.png,0541.png,0561.png,0581.png,0,033
FF_data20/real/original_sequences/youtube/c40/images/033,033,0601.png,0621.png,0641.png,0661.png,0681.png,0701.png,0721.png,0741.png,0761.png,0781.png,0,033
FF_data20/real/original_sequences/youtube/c40/images/654,654,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,654
FF_data20/real/original_sequences/youtube/c40/images/654,654,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,654
FF_data20/real/original_sequences/youtube/c40/images/253,253,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,253
FF_data20/real/original_sequences/youtube/c40/images/253,253,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,253
FF_data20/real/original_sequences/youtube/c40/images/986,986,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,986
FF_data20/real/original_sequences/youtube/c40/images/986,986,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,986
FF_data20/real/original_sequences/youtube/c40/images/986,986,0401.png,0421.png,0441.png,0461.png,0481.png,0501.png,0521.png,0541.png,0561.png,0581.png,0,986
FF_data20/real/original_sequences/youtube/c40/images/986,986,0601.png,0621.png,0641.png,0661.png,0681.png,0701.png,0721.png,0741.png,0761.png,0781.png,0,986
FF_data20/real/original_sequences/youtube/c40/images/272,272,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,272
FF_data20/real/original_sequences/youtube/c40/images/175,175,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,175
FF_data20/real/original_sequences/youtube/c40/images/175,175,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,175
FF_data20/real/original_sequences/youtube/c40/images/917,917,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,917
FF_data20/real/original_sequences/youtube/c40/images/917,917,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,917
FF_data20/real/original_sequences/youtube/c40/images/644,644,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,644
FF_data20/real/original_sequences/youtube/c40/images/644,644,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,644
FF_data20/real/original_sequences/youtube/c40/images/469,469,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,469
FF_data20/real/original_sequences/youtube/c40/images/469,469,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,469
FF_data20/real/original_sequences/youtube/c40/images/945,945,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,945
FF_data20/real/original_sequences/youtube/c40/images/945,945,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,945
FF_data20/real/original_sequences/youtube/c40/images/945,945,0401.png,0421.png,0441.png,0461.png,0481.png,0501.png,0521.png,0541.png,0561.png,0581.png,0,945
FF_data20/real/original_sequences/youtube/c40/images/036,036,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,036
FF_data20/real/original_sequences/youtube/c40/images/147,147,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,147
FF_data20/real/original_sequences/youtube/c40/images/147,147,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,147
FF_data20/real/original_sequences/youtube/c40/images/147,147,0401.png,0421.png,0441.png,0461.png,0481.png,0501.png,0521.png,0541.png,0561.png,0581.png,0,147
FF_data20/real/original_sequences/youtube/c40/images/183,183,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,183
FF_data20/real/original_sequences/youtube/c40/images/097,097,0001.png,0021.png,0041.png,0061.png,0081.png,0101.png,0121.png,0141.png,0161.png,0181.png,0,097
FF_data20/real/original_sequences/youtube/c40/images/097,097,0201.png,0221.png,0241.png,0261.png,0281.png,0301.png,0321.png,0341.png,0361.png,0381.png,0,097
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/942_943,942_943,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,942
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/942_943,942_943,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,942
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/339_392,339_392,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,339
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/339_392,339_392,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,339
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/044_945,044_945,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,044
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/811_920,811_920,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,811
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/811_920,811_920,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,811
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/712_716,712_716,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,712
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/712_716,712_716,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,712
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/266_252,266_252,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,266
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/266_252,266_252,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,266
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/183_253,183_253,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,183
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/599_585,599_585,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,599
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/147_055,147_055,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,147
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/147_055,147_055,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,147
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/147_055,147_055,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,1,147
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/654_648,654_648,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,654
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/654_648,654_648,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,654
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/920_811,920_811,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,920
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/396_272,396_272,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,396
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/396_272,396_272,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,396
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/672_720,672_720,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,672
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/672_720,672_720,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,672
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/828_830,828_830,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,828
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/159_175,159_175,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,159
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/986_994,986_994,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,986
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/986_994,986_994,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,986
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/986_994,986_994,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,1,986
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/986_994,986_994,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,1,986
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/210_241,210_241,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,210
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/210_241,210_241,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,210
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/210_241,210_241,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,1,210
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/210_241,210_241,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,1,210
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/980_992,980_992,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,980
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/097_033,097_033,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,097
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/097_033,097_033,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,097
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/263_284,263_284,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,263
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/469_481,469_481,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,469
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/469_481,469_481,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,469
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/924_917,924_917,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,924
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/924_917,924_917,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,924
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/924_917,924_917,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,1,924
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/924_917,924_917,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,1,924
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/924_917,924_917,0800.png,0820.png,0840.png,0860.png,0880.png,0900.png,0920.png,0940.png,0960.png,0980.png,1,924
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/924_917,924_917,1000.png,1020.png,1040.png,1060.png,1080.png,1100.png,1120.png,1140.png,1160.png,1180.png,1,924
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/585_599,585_599,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,585
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/272_396,272_396,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,272
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/481_469,481_469,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,481
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/481_469,481_469,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,481
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/033_097,033_097,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,033
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/033_097,033_097,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,033
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/033_097,033_097,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,1,033
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/033_097,033_097,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,1,033
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/253_183,253_183,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,253
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/253_183,253_183,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,253
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/192_134,192_134,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,192
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/055_147,055_147,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,055
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/992_980,992_980,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,992
FF_data20/fake/manipulated_sequences/Deepfakes/c40/images/992_980,992_980,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,992
