,video_path,video_name,frame_0,frame_1,frame_2,frame_3,frame_4,frame_5,frame_6,frame_7,frame_8,frame_9,label,original_vid
23,/content/FF_data/real/original_sequences/youtube/c40/images/794,794,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,794
24,/content/FF_data/real/original_sequences/youtube/c40/images/294,294,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,294
25,/content/FF_data/real/original_sequences/youtube/c40/images/294,294,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,294
26,/content/FF_data/real/original_sequences/youtube/c40/images/294,294,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,294
27,/content/FF_data/real/original_sequences/youtube/c40/images/004,004,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,004
28,/content/FF_data/real/original_sequences/youtube/c40/images/974,974,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,974
29,/content/FF_data/real/original_sequences/youtube/c40/images/488,488,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,488
30,/content/FF_data/real/original_sequences/youtube/c40/images/488,488,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,488
31,/content/FF_data/real/original_sequences/youtube/c40/images/866,866,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,866
32,/content/FF_data/real/original_sequences/youtube/c40/images/866,866,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,866
33,/content/FF_data/real/original_sequences/youtube/c40/images/719,719,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,719
34,/content/FF_data/real/original_sequences/youtube/c40/images/719,719,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,719
35,/content/FF_data/real/original_sequences/youtube/c40/images/965,965,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,965
36,/content/FF_data/real/original_sequences/youtube/c40/images/375,375,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,375
37,/content/FF_data/real/original_sequences/youtube/c40/images/153,153,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,153
38,/content/FF_data/real/original_sequences/youtube/c40/images/153,153,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,153
39,/content/FF_data/real/original_sequences/youtube/c40/images/153,153,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,153
40,/content/FF_data/real/original_sequences/youtube/c40/images/849,849,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,849
41,/content/FF_data/real/original_sequences/youtube/c40/images/337,337,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,337
42,/content/FF_data/real/original_sequences/youtube/c40/images/036,036,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,036
43,/content/FF_data/real/original_sequences/youtube/c40/images/251,251,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,251
44,/content/FF_data/real/original_sequences/youtube/c40/images/542,542,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,542
45,/content/FF_data/real/original_sequences/youtube/c40/images/392,392,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,392
46,/content/FF_data/real/original_sequences/youtube/c40/images/392,392,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,392
47,/content/FF_data/real/original_sequences/youtube/c40/images/392,392,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,392
48,/content/FF_data/real/original_sequences/youtube/c40/images/392,392,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,392
49,/content/FF_data/real/original_sequences/youtube/c40/images/392,392,0800.png,0820.png,0840.png,0860.png,0880.png,0900.png,0920.png,0940.png,0960.png,0980.png,0,392
50,/content/FF_data/real/original_sequences/youtube/c40/images/392,392,1000.png,1020.png,1040.png,1060.png,1080.png,1100.png,1120.png,1140.png,1160.png,1180.png,0,392
51,/content/FF_data/real/original_sequences/youtube/c40/images/392,392,1200.png,1220.png,1240.png,1260.png,1280.png,1300.png,1320.png,1340.png,1360.png,1380.png,0,392
52,/content/FF_data/real/original_sequences/youtube/c40/images/060,060,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,060
53,/content/FF_data/real/original_sequences/youtube/c40/images/060,060,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,060
54,/content/FF_data/real/original_sequences/youtube/c40/images/060,060,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,060
55,/content/FF_data/real/original_sequences/youtube/c40/images/060,060,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,060
56,/content/FF_data/real/original_sequences/youtube/c40/images/630,630,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,630
57,/content/FF_data/real/original_sequences/youtube/c40/images/630,630,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,630
58,/content/FF_data/real/original_sequences/youtube/c40/images/183,183,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,183
59,/content/FF_data/real/original_sequences/youtube/c40/images/892,892,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,892
60,/content/FF_data/real/original_sequences/youtube/c40/images/288,288,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,288
61,/content/FF_data/real/original_sequences/youtube/c40/images/288,288,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,288
62,/content/FF_data/real/original_sequences/youtube/c40/images/945,945,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,945
63,/content/FF_data/real/original_sequences/youtube/c40/images/945,945,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,945
64,/content/FF_data/real/original_sequences/youtube/c40/images/945,945,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,945
65,/content/FF_data/real/original_sequences/youtube/c40/images/261,261,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,261
66,/content/FF_data/real/original_sequences/youtube/c40/images/261,261,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,261
67,/content/FF_data/real/original_sequences/youtube/c40/images/261,261,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,261
68,/content/FF_data/real/original_sequences/youtube/c40/images/853,853,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,853
69,/content/FF_data/real/original_sequences/youtube/c40/images/853,853,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,853
70,/content/FF_data/real/original_sequences/youtube/c40/images/853,853,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,853
71,/content/FF_data/real/original_sequences/youtube/c40/images/027,027,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,027
72,/content/FF_data/real/original_sequences/youtube/c40/images/952,952,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,952
73,/content/FF_data/real/original_sequences/youtube/c40/images/952,952,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,952
74,/content/FF_data/real/original_sequences/youtube/c40/images/952,952,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,952
75,/content/FF_data/real/original_sequences/youtube/c40/images/981,981,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,981
76,/content/FF_data/real/original_sequences/youtube/c40/images/623,623,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,623
77,/content/FF_data/real/original_sequences/youtube/c40/images/420,420,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,420
78,/content/FF_data/real/original_sequences/youtube/c40/images/420,420,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,420
79,/content/FF_data/real/original_sequences/youtube/c40/images/420,420,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,420
80,/content/FF_data/real/original_sequences/youtube/c40/images/420,420,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,420
81,/content/FF_data/real/original_sequences/youtube/c40/images/420,420,0800.png,0820.png,0840.png,0860.png,0880.png,0900.png,0920.png,0940.png,0960.png,0980.png,0,420
82,/content/FF_data/real/original_sequences/youtube/c40/images/071,071,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,071
83,/content/FF_data/real/original_sequences/youtube/c40/images/071,071,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,071
84,/content/FF_data/real/original_sequences/youtube/c40/images/771,771,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,771
85,/content/FF_data/real/original_sequences/youtube/c40/images/771,771,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,771
86,/content/FF_data/real/original_sequences/youtube/c40/images/771,771,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,771
87,/content/FF_data/real/original_sequences/youtube/c40/images/897,897,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,897
88,/content/FF_data/real/original_sequences/youtube/c40/images/252,252,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,252
89,/content/FF_data/real/original_sequences/youtube/c40/images/252,252,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,252
90,/content/FF_data/real/original_sequences/youtube/c40/images/550,550,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,550
91,/content/FF_data/real/original_sequences/youtube/c40/images/550,550,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,550
92,/content/FF_data/real/original_sequences/youtube/c40/images/097,097,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,097
93,/content/FF_data/real/original_sequences/youtube/c40/images/097,097,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,097
94,/content/FF_data/real/original_sequences/youtube/c40/images/529,529,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,529
95,/content/FF_data/real/original_sequences/youtube/c40/images/356,356,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,356
96,/content/FF_data/real/original_sequences/youtube/c40/images/356,356,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,356
97,/content/FF_data/real/original_sequences/youtube/c40/images/088,088,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,088
98,/content/FF_data/real/original_sequences/youtube/c40/images/088,088,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,088
99,/content/FF_data/real/original_sequences/youtube/c40/images/088,088,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,088
100,/content/FF_data/real/original_sequences/youtube/c40/images/284,284,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,284
101,/content/FF_data/real/original_sequences/youtube/c40/images/284,284,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,284
102,/content/FF_data/real/original_sequences/youtube/c40/images/435,435,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,435
103,/content/FF_data/real/original_sequences/youtube/c40/images/435,435,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,435
104,/content/FF_data/real/original_sequences/youtube/c40/images/671,671,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,671
105,/content/FF_data/real/original_sequences/youtube/c40/images/611,611,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,611
106,/content/FF_data/real/original_sequences/youtube/c40/images/611,611,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,611
107,/content/FF_data/real/original_sequences/youtube/c40/images/611,611,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,611
108,/content/FF_data/real/original_sequences/youtube/c40/images/878,878,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,878
109,/content/FF_data/real/original_sequences/youtube/c40/images/878,878,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,878
110,/content/FF_data/real/original_sequences/youtube/c40/images/878,878,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,878
111,/content/FF_data/real/original_sequences/youtube/c40/images/917,917,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,917
112,/content/FF_data/real/original_sequences/youtube/c40/images/917,917,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,917
113,/content/FF_data/real/original_sequences/youtube/c40/images/271,271,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,271
114,/content/FF_data/real/original_sequences/youtube/c40/images/271,271,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,271
115,/content/FF_data/real/original_sequences/youtube/c40/images/990,990,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,990
116,/content/FF_data/real/original_sequences/youtube/c40/images/361,361,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,361
117,/content/FF_data/real/original_sequences/youtube/c40/images/361,361,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,361
118,/content/FF_data/real/original_sequences/youtube/c40/images/980,980,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,980
119,/content/FF_data/real/original_sequences/youtube/c40/images/565,565,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,565
120,/content/FF_data/real/original_sequences/youtube/c40/images/565,565,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,565
121,/content/FF_data/real/original_sequences/youtube/c40/images/339,339,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,339
122,/content/FF_data/real/original_sequences/youtube/c40/images/339,339,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,339
123,/content/FF_data/real/original_sequences/youtube/c40/images/811,811,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,811
124,/content/FF_data/real/original_sequences/youtube/c40/images/811,811,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,811
125,/content/FF_data/real/original_sequences/youtube/c40/images/828,828,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,828
126,/content/FF_data/real/original_sequences/youtube/c40/images/664,664,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,664
127,/content/FF_data/real/original_sequences/youtube/c40/images/657,657,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,657
128,/content/FF_data/real/original_sequences/youtube/c40/images/657,657,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,657
129,/content/FF_data/real/original_sequences/youtube/c40/images/253,253,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,253
130,/content/FF_data/real/original_sequences/youtube/c40/images/253,253,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,253
131,/content/FF_data/real/original_sequences/youtube/c40/images/399,399,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,399
132,/content/FF_data/real/original_sequences/youtube/c40/images/399,399,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,399
133,/content/FF_data/real/original_sequences/youtube/c40/images/399,399,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,399
134,/content/FF_data/real/original_sequences/youtube/c40/images/399,399,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,399
135,/content/FF_data/real/original_sequences/youtube/c40/images/147,147,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,147
136,/content/FF_data/real/original_sequences/youtube/c40/images/147,147,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,147
137,/content/FF_data/real/original_sequences/youtube/c40/images/147,147,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,147
138,/content/FF_data/real/original_sequences/youtube/c40/images/452,452,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,452
139,/content/FF_data/real/original_sequences/youtube/c40/images/452,452,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,452
140,/content/FF_data/real/original_sequences/youtube/c40/images/452,452,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,452
141,/content/FF_data/real/original_sequences/youtube/c40/images/644,644,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,644
142,/content/FF_data/real/original_sequences/youtube/c40/images/644,644,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,644
143,/content/FF_data/real/original_sequences/youtube/c40/images/830,830,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,830
144,/content/FF_data/real/original_sequences/youtube/c40/images/830,830,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,830
145,/content/FF_data/real/original_sequences/youtube/c40/images/434,434,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,434
146,/content/FF_data/real/original_sequences/youtube/c40/images/221,221,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,221
147,/content/FF_data/real/original_sequences/youtube/c40/images/221,221,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,221
148,/content/FF_data/real/original_sequences/youtube/c40/images/221,221,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,221
149,/content/FF_data/real/original_sequences/youtube/c40/images/015,015,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,015
150,/content/FF_data/real/original_sequences/youtube/c40/images/015,015,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,015
151,/content/FF_data/real/original_sequences/youtube/c40/images/924,924,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,924
152,/content/FF_data/real/original_sequences/youtube/c40/images/924,924,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,924
153,/content/FF_data/real/original_sequences/youtube/c40/images/924,924,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,924
154,/content/FF_data/real/original_sequences/youtube/c40/images/924,924,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,924
155,/content/FF_data/real/original_sequences/youtube/c40/images/924,924,0800.png,0820.png,0840.png,0860.png,0880.png,0900.png,0920.png,0940.png,0960.png,0980.png,0,924
156,/content/FF_data/real/original_sequences/youtube/c40/images/924,924,1000.png,1020.png,1040.png,1060.png,1080.png,1100.png,1120.png,1140.png,1160.png,1180.png,0,924
157,/content/FF_data/real/original_sequences/youtube/c40/images/439,439,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,439
158,/content/FF_data/real/original_sequences/youtube/c40/images/439,439,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,439
159,/content/FF_data/real/original_sequences/youtube/c40/images/999,999,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,999
160,/content/FF_data/real/original_sequences/youtube/c40/images/200,200,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,200
161,/content/FF_data/real/original_sequences/youtube/c40/images/200,200,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,200
162,/content/FF_data/real/original_sequences/youtube/c40/images/200,200,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,200
